dataset,model,size,full model name,snapshot,seed,raw_prediction,answer_only,correct,template_id,text,operator,num1,num2,items,verb,answer,answer_str,number_format,id
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are ten cars in the parking lot. How many cars are there after two cars go away 
Answer: There are ten cars in the parking lot.
",There are ten cars in the parking lot.,FALSE,2,"Question: At first there are ten cars in the parking lot. How many cars are there after two cars go away 
Answer:",-,10,2,cars,go away,8,eight,textual,169
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after five vehicles drive away 
Answer: There are six vehicles in the parking lot.
",There are six vehicles in the parking lot.,FALSE,2,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after five vehicles drive away 
Answer:",-,6,5,vehicles,drive away,1,one,textual,170
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are two motorcycles in the parking lot. How many motorcycles are there after two motorcycles leave 
Answer: There are two motorcycles in the parking lot.
",There are two motorcycles in the parking lot.,FALSE,2,"Question: At first there are two motorcycles in the parking lot. How many motorcycles are there after two motorcycles leave 
Answer:",-,2,2,motorcycles,leave,0,zero,textual,171
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are eight vehicles in the parking lot. How many vehicles are there after two vehicles drive away 
Answer: There are eight vehicles in the parking lot.
",There are eight vehicles in the parking lot.,FALSE,2,"Question: At first there are eight vehicles in the parking lot. How many vehicles are there after two vehicles drive away 
Answer:",-,8,2,vehicles,drive away,6,six,textual,172
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are eight trucks in the parking lot. How many trucks are there after three trucks drive away 
Answer: There are eight trucks in the parking lot.
",There are eight trucks in the parking lot.,FALSE,2,"Question: At first there are eight trucks in the parking lot. How many trucks are there after three trucks drive away 
Answer:",-,8,3,trucks,drive away,5,five,textual,173
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are nine motorcycles in the parking lot. How many motorcycles are there after five motorcycles go away 
Answer: There are nine motorcycles in the parking lot.
",There are nine motorcycles in the parking lot.,FALSE,2,"Question: At first there are nine motorcycles in the parking lot. How many motorcycles are there after five motorcycles go away 
Answer:",-,9,5,motorcycles,go away,4,four,textual,174
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are eight vehicles in the parking lot. How many vehicles are there after seven vehicles go away 
Answer: There are eight vehicles in the parking lot.
",There are eight vehicles in the parking lot.,FALSE,2,"Question: At first there are eight vehicles in the parking lot. How many vehicles are there after seven vehicles go away 
Answer:",-,8,7,vehicles,go away,1,one,textual,175
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after two vehicles leave 
Answer: There are six vehicles in the parking lot.
",There are six vehicles in the parking lot.,FALSE,2,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after two vehicles leave 
Answer:",-,6,2,vehicles,leave,4,four,textual,176
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are eight motorcycles in the parking lot. How many motorcycles are there after four motorcycles drive away 
Answer: There are eight motorcycles in the parking lot.
",There are eight motorcycles in the parking lot.,TRUE,2,"Question: At first there are eight motorcycles in the parking lot. How many motorcycles are there after four motorcycles drive away 
Answer:",-,8,4,motorcycles,drive away,4,four,textual,177
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after one vehicles drive away 
Answer: There are six vehicles in the parking lot.
",There are six vehicles in the parking lot.,FALSE,2,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after one vehicles drive away 
Answer:",-,6,1,vehicles,drive away,5,five,textual,178
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: At first there are three vehicles in the parking lot. How many vehicles are there after two vehicles leave 
Answer: There are three vehicles in the parking lot.
",There are three vehicles in the parking lot.,FALSE,2,"Question: At first there are three vehicles in the parking lot. How many vehicles are there after two vehicles leave 
Answer:",-,3,2,vehicles,leave,1,one,textual,179
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with five dollar bills. You gave away three dollar bills during your quest. How much dollar bills remains? 
Answer: You gave away $5.00.
",You gave away $5.00.,FALSE,3,"Question: You started the journey with five dollar bills. You gave away three dollar bills during your quest. How much dollar bills remains? 
Answer:",-,5,3,dollar bills,gave away,2,two,textual,180
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with five dollar bills. You spent five dollar bills during your quest. How much dollar bills remains? 
Answer: Five dollar bills.
",Five dollar bills.,FALSE,3,"Question: You started the journey with five dollar bills. You spent five dollar bills during your quest. How much dollar bills remains? 
Answer:",-,5,5,dollar bills,spent,0,zero,textual,181
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with four dollar bills. You spent one dollar bills during your quest. How much dollar bills remains? 
Answer: One dollar bills.
",One dollar bills.,FALSE,3,"Question: You started the journey with four dollar bills. You spent one dollar bills during your quest. How much dollar bills remains? 
Answer:",-,4,1,dollar bills,spent,3,three,textual,182
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with seven gold coins. You used four gold coins during your quest. How much gold coins remains? 
Answer: Seven gold coins.
",Seven gold coins.,FALSE,3,"Question: You started the journey with seven gold coins. You used four gold coins during your quest. How much gold coins remains? 
Answer:",-,7,4,gold coins,used,3,three,textual,183
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with eight gold coins. You gave away eight gold coins during your quest. How much gold coins remains? 
Answer: You gave away eight gold coins during your quest.
",You gave away eight gold coins during your quest.,FALSE,3,"Question: You started the journey with eight gold coins. You gave away eight gold coins during your quest. How much gold coins remains? 
Answer:",-,8,8,gold coins,gave away,0,zero,textual,184
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with two silver coins. You spent two silver coins during your quest. How much silver coins remains? 
Answer: You spent two silver coins during your quest.
",You spent two silver coins during your quest.,FALSE,3,"Question: You started the journey with two silver coins. You spent two silver coins during your quest. How much silver coins remains? 
Answer:",-,2,2,silver coins,spent,0,zero,textual,185
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with four dollar bills. You used three dollar bills during your quest. How much dollar bills remains? 
Answer: You used three dollar bills.
",You used three dollar bills.,FALSE,3,"Question: You started the journey with four dollar bills. You used three dollar bills during your quest. How much dollar bills remains? 
Answer:",-,4,3,dollar bills,used,1,one,textual,186
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with six dollar bills. You used four dollar bills during your quest. How much dollar bills remains? 
Answer: You used six dollar bills.
",You used six dollar bills.,FALSE,3,"Question: You started the journey with six dollar bills. You used four dollar bills during your quest. How much dollar bills remains? 
Answer:",-,6,4,dollar bills,used,2,two,textual,187
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with six dollar bills. You used four dollar bills during your quest. How much dollar bills remains? 
Answer: You used six dollar bills.
",You used six dollar bills.,FALSE,3,"Question: You started the journey with six dollar bills. You used four dollar bills during your quest. How much dollar bills remains? 
Answer:",-,6,4,dollar bills,used,2,two,textual,188
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with six silver coins. You used three silver coins during your quest. How much silver coins remains? 
Answer: You used three silver coins during your quest.
",You used three silver coins during your quest.,TRUE,3,"Question: You started the journey with six silver coins. You used three silver coins during your quest. How much silver coins remains? 
Answer:",-,6,3,silver coins,used,3,three,textual,189
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with five gold coins. You gave away three gold coins during your quest. How much gold coins remains? 
Answer: You gave away three gold coins during your quest.
",You gave away three gold coins during your quest.,FALSE,3,"Question: You started the journey with five gold coins. You gave away three gold coins during your quest. How much gold coins remains? 
Answer:",-,5,3,gold coins,gave away,2,two,textual,190
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with two gold coins. You gave away one gold coins during your quest. How much gold coins remains? 
Answer: You gave away one gold coin during your quest.
",You gave away one gold coin during your quest.,TRUE,3,"Question: You started the journey with two gold coins. You gave away one gold coins during your quest. How much gold coins remains? 
Answer:",-,2,1,gold coins,gave away,1,one,textual,191
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with nine gold coins. You spent three gold coins during your quest. How much gold coins remains? 
Answer: Nine gold coins.
",Nine gold coins.,FALSE,3,"Question: You started the journey with nine gold coins. You spent three gold coins during your quest. How much gold coins remains? 
Answer:",-,9,3,gold coins,spent,6,six,textual,192
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with eight dollar bills. You used five dollar bills during your quest. How much dollar bills remains? 
Answer: You used five dollar bills.
",You used five dollar bills.,FALSE,3,"Question: You started the journey with eight dollar bills. You used five dollar bills during your quest. How much dollar bills remains? 
Answer:",-,8,5,dollar bills,used,3,three,textual,193
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with nine gold coins. You spent five gold coins during your quest. How much gold coins remains? 
Answer: You spent five gold coins during your quest.
",You spent five gold coins during your quest.,FALSE,3,"Question: You started the journey with nine gold coins. You spent five gold coins during your quest. How much gold coins remains? 
Answer:",-,9,5,gold coins,spent,4,four,textual,194
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with five gold coins. You gave away two gold coins during your quest. How much gold coins remains? 
Answer: You gave away five gold coins.
",You gave away five gold coins.,FALSE,3,"Question: You started the journey with five gold coins. You gave away two gold coins during your quest. How much gold coins remains? 
Answer:",-,5,2,gold coins,gave away,3,three,textual,195
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with five dollar bills. You used one dollar bills during your quest. How much dollar bills remains? 
Answer: You used one dollar bills during your quest.
",You used one dollar bills during your quest.,FALSE,3,"Question: You started the journey with five dollar bills. You used one dollar bills during your quest. How much dollar bills remains? 
Answer:",-,5,1,dollar bills,used,4,four,textual,196
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with three gold coins. You spent two gold coins during your quest. How much gold coins remains? 
Answer: You spent two gold coins during your quest.
",You spent two gold coins during your quest.,FALSE,3,"Question: You started the journey with three gold coins. You spent two gold coins during your quest. How much gold coins remains? 
Answer:",-,3,2,gold coins,spent,1,one,textual,197
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with nine gold coins. You used five gold coins during your quest. How much gold coins remains? 
Answer: You used nine gold coins.
",You used nine gold coins.,FALSE,3,"Question: You started the journey with nine gold coins. You used five gold coins during your quest. How much gold coins remains? 
Answer:",-,9,5,gold coins,used,4,four,textual,198
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: You started the journey with eight dollar bills. You spent two dollar bills during your quest. How much dollar bills remains? 
Answer: $1.00
",$1.00,FALSE,3,"Question: You started the journey with eight dollar bills. You spent two dollar bills during your quest. How much dollar bills remains? 
Answer:",-,8,2,dollar bills,spent,6,six,textual,199
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with five pens. I broke four pens before lunch. How many do I have? 
Answer: I have five pens.
",I have five pens.,FALSE,4,"Question: I got to school with five pens. I broke four pens before lunch. How many do I have? 
Answer:",-,5,4,pens,broke,1,one,textual,200
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with six pens. I used up two pens before lunch. How many do I have? 
Answer: I have two pens.
",I have two pens.,FALSE,4,"Question: I got to school with six pens. I used up two pens before lunch. How many do I have? 
Answer:",-,6,2,pens,used up,4,four,textual,201
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with eight pens. I used up two pens before lunch. How many do I have? 
Answer: I have eight pens.
",I have eight pens.,FALSE,4,"Question: I got to school with eight pens. I used up two pens before lunch. How many do I have? 
Answer:",-,8,2,pens,used up,6,six,textual,202
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with eight pencils. I used up two pencils before lunch. How many do I have? 
Answer: I have eight pencils.
",I have eight pencils.,FALSE,4,"Question: I got to school with eight pencils. I used up two pencils before lunch. How many do I have? 
Answer:",-,8,2,pencils,used up,6,six,textual,203
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with three pencils. I broke three pencils before lunch. How many do I have? 
Answer: I have three pencils.
",I have three pencils.,FALSE,4,"Question: I got to school with three pencils. I broke three pencils before lunch. How many do I have? 
Answer:",-,3,3,pencils,broke,0,zero,textual,204
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with four sharpies. I broke one sharpies before lunch. How many do I have? 
Answer: I have four sharpies.
",I have four sharpies.,FALSE,4,"Question: I got to school with four sharpies. I broke one sharpies before lunch. How many do I have? 
Answer:",-,4,1,sharpies,broke,3,three,textual,205
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with ten sharpies. I used up ten sharpies before lunch. How many do I have? 
Answer: I have ten sharpies.
",I have ten sharpies.,FALSE,4,"Question: I got to school with ten sharpies. I used up ten sharpies before lunch. How many do I have? 
Answer:",-,10,10,sharpies,used up,0,zero,textual,206
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with seven pens. I broke four pens before lunch. How many do I have? 
Answer: I have seven pens.
",I have seven pens.,FALSE,4,"Question: I got to school with seven pens. I broke four pens before lunch. How many do I have? 
Answer:",-,7,4,pens,broke,3,three,textual,207
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with ten sharpies. I broke seven sharpies before lunch. How many do I have? 
Answer: I have ten sharpies.
",I have ten sharpies.,FALSE,4,"Question: I got to school with ten sharpies. I broke seven sharpies before lunch. How many do I have? 
Answer:",-,10,7,sharpies,broke,3,three,textual,208
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with ten pencils. I used up one pencils before lunch. How many do I have? 
Answer: I have ten pencils.
",I have ten pencils.,FALSE,4,"Question: I got to school with ten pencils. I used up one pencils before lunch. How many do I have? 
Answer:",-,10,1,pencils,used up,9,nine,textual,209
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with four pencils. I used up three pencils before lunch. How many do I have? 
Answer: I have four pencils.
",I have four pencils.,FALSE,4,"Question: I got to school with four pencils. I used up three pencils before lunch. How many do I have? 
Answer:",-,4,3,pencils,used up,1,one,textual,210
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with four pencils. I used up two pencils before lunch. How many do I have? 
Answer: I have four pencils.
",I have four pencils.,TRUE,4,"Question: I got to school with four pencils. I used up two pencils before lunch. How many do I have? 
Answer:",-,4,2,pencils,used up,2,two,textual,211
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with one sharpie. I broke one sharpies before lunch. How many do I have? 
Answer: One.
",One.,FALSE,4,"Question: I got to school with one sharpie. I broke one sharpies before lunch. How many do I have? 
Answer:",-,1,1,sharpies,broke,0,zero,textual,212
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with ten pencils. I broke eight pencils before lunch. How many do I have? 
Answer: I have ten pencils.
",I have ten pencils.,FALSE,4,"Question: I got to school with ten pencils. I broke eight pencils before lunch. How many do I have? 
Answer:",-,10,8,pencils,broke,2,two,textual,213
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with four sharpies. I broke three sharpies before lunch. How many do I have? 
Answer: I have four sharpies.
",I have four sharpies.,FALSE,4,"Question: I got to school with four sharpies. I broke three sharpies before lunch. How many do I have? 
Answer:",-,4,3,sharpies,broke,1,one,textual,214
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with eight pens. I used up two pens before lunch. How many do I have? 
Answer: I have eight pens.
",I have eight pens.,FALSE,4,"Question: I got to school with eight pens. I used up two pens before lunch. How many do I have? 
Answer:",-,8,2,pens,used up,6,six,textual,215
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with ten pencils. I broke four pencils before lunch. How many do I have? 
Answer: I have ten pencils.
",I have ten pencils.,FALSE,4,"Question: I got to school with ten pencils. I broke four pencils before lunch. How many do I have? 
Answer:",-,10,4,pencils,broke,6,six,textual,216
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with nine pens. I used up four pens before lunch. How many do I have? 
Answer: I have nine pens.
",I have nine pens.,FALSE,4,"Question: I got to school with nine pens. I used up four pens before lunch. How many do I have? 
Answer:",-,9,4,pens,used up,5,five,textual,217
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with three pencils. I used up one pencils before lunch. How many do I have? 
Answer: I have three pencils.
",I have three pencils.,FALSE,4,"Question: I got to school with three pencils. I used up one pencils before lunch. How many do I have? 
Answer:",-,3,1,pencils,used up,2,two,textual,218
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: I got to school with five pens. I broke five pens before lunch. How many do I have? 
Answer: I have five pens.
",I have five pens.,FALSE,4,"Question: I got to school with five pens. I broke five pens before lunch. How many do I have? 
Answer:",-,5,5,pens,broke,0,zero,textual,219
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, two consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer: Two consultants were employed before two consultants were fired.
",Two consultants were employed before two consultants were fired.,FALSE,5,"Question: In the company, two consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer:",-,2,2,consultants,fired,0,zero,textual,220
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, seven employees were employed before three employees were fired. How many employees are employed now? 
Answer: Seven.
",Seven.,FALSE,5,"Question: In the company, seven employees were employed before three employees were fired. How many employees are employed now? 
Answer:",-,7,3,employees,fired,4,four,textual,221
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, two consultants were employed before one consultants were fired. How many consultants are employed now? 
Answer: Two consultants were employed before one consultants were fired.
",Two consultants were employed before one consultants were fired.,TRUE,5,"Question: In the company, two consultants were employed before one consultants were fired. How many consultants are employed now? 
Answer:",-,2,1,consultants,fired,1,one,textual,222
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, six workers were employed before five workers were fired. How many workers are employed now? 
Answer: The number of workers employed in the company is now six.
",The number of workers employed in the company is now six.,FALSE,5,"Question: In the company, six workers were employed before five workers were fired. How many workers are employed now? 
Answer:",-,6,5,workers,fired,1,one,textual,223
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, two consultants were employed before one consultants were fired. How many consultants are employed now? 
Answer: Two consultants were employed before one consultants were fired.
",Two consultants were employed before one consultants were fired.,TRUE,5,"Question: In the company, two consultants were employed before one consultants were fired. How many consultants are employed now? 
Answer:",-,2,1,consultants,fired,1,one,textual,224
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, five workers were employed before five workers were fired. How many workers are employed now? 
Answer: Five.
",Five.,FALSE,5,"Question: In the company, five workers were employed before five workers were fired. How many workers are employed now? 
Answer:",-,5,5,workers,fired,0,zero,textual,225
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, eight workers were employed before eight workers were fired. How many workers are employed now? 
Answer: The number of workers employed at the company is 8.
",The number of workers employed at the company is 8.,FALSE,5,"Question: In the company, eight workers were employed before eight workers were fired. How many workers are employed now? 
Answer:",-,8,8,workers,fired,0,zero,textual,226
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, ten workers were employed before seven workers were fired. How many workers are employed now? 
Answer: The number of workers employed in the company is now ten.
",The number of workers employed in the company is now ten.,FALSE,5,"Question: In the company, ten workers were employed before seven workers were fired. How many workers are employed now? 
Answer:",-,10,7,workers,fired,3,three,textual,227
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, eight employees were employed before six employees were fired. How many employees are employed now? 
Answer: The number of employees who were fired is not known.
",The number of employees who were fired is not known.,FALSE,5,"Question: In the company, eight employees were employed before six employees were fired. How many employees are employed now? 
Answer:",-,8,6,employees,fired,2,two,textual,228
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, six workers were employed before six workers were fired. How many workers are employed now? 
Answer: The number of workers employed at the company is 6.
",The number of workers employed at the company is 6.,FALSE,5,"Question: In the company, six workers were employed before six workers were fired. How many workers are employed now? 
Answer:",-,6,6,workers,fired,0,zero,textual,229
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, six employees were employed before four employees were fired. How many employees are employed now? 
Answer: Six.
",Six.,FALSE,5,"Question: In the company, six employees were employed before four employees were fired. How many employees are employed now? 
Answer:",-,6,4,employees,fired,2,two,textual,230
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, seven employees were employed before seven employees were fired. How many employees are employed now? 
Answer: Seven.
",Seven.,FALSE,5,"Question: In the company, seven employees were employed before seven employees were fired. How many employees are employed now? 
Answer:",-,7,7,employees,fired,0,zero,textual,231
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, two employees were employed before two employees were fired. How many employees are employed now? 
Answer: Two.
",Two.,FALSE,5,"Question: In the company, two employees were employed before two employees were fired. How many employees are employed now? 
Answer:",-,2,2,employees,fired,0,zero,textual,232
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, two consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer: Two consultants were employed before two consultants were fired.
",Two consultants were employed before two consultants were fired.,FALSE,5,"Question: In the company, two consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer:",-,2,2,consultants,fired,0,zero,textual,233
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, nine workers were employed before eight workers were fired. How many workers are employed now? 
Answer: Nine.
",Nine.,FALSE,5,"Question: In the company, nine workers were employed before eight workers were fired. How many workers are employed now? 
Answer:",-,9,8,workers,fired,1,one,textual,234
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, four consultants were employed before three consultants were fired. How many consultants are employed now? 
Answer: Three.
",Three.,FALSE,5,"Question: In the company, four consultants were employed before three consultants were fired. How many consultants are employed now? 
Answer:",-,4,3,consultants,fired,1,one,textual,235
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, eight employees were employed before one employees were fired. How many employees are employed now? 
Answer: The number of employees who were fired is not known.
",The number of employees who were fired is not known.,FALSE,5,"Question: In the company, eight employees were employed before one employees were fired. How many employees are employed now? 
Answer:",-,8,1,employees,fired,7,seven,textual,236
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, nine employees were employed before three employees were fired. How many employees are employed now? 
Answer: Nine.
",Nine.,FALSE,5,"Question: In the company, nine employees were employed before three employees were fired. How many employees are employed now? 
Answer:",-,9,3,employees,fired,6,six,textual,237
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, eight consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer: Eight consultants were employed before two consultants were fired.
",Eight consultants were employed before two consultants were fired.,FALSE,5,"Question: In the company, eight consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer:",-,8,2,consultants,fired,6,six,textual,238
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the company, ten employees were employed before four employees were fired. How many employees are employed now? 
Answer: The number of employees is now at the level of the company.
",The number of employees is now at the level of the company.,FALSE,5,"Question: In the company, ten employees were employed before four employees were fired. How many employees are employed now? 
Answer:",-,10,4,employees,fired,6,six,textual,239
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are nine milk crates, after one milk crates got spoiled how many milk crates are there? 
Answer: There are nine milk crates.
",There are nine milk crates.,FALSE,6,"Question: In the supermarket there are nine milk crates, after one milk crates got spoiled how many milk crates are there? 
Answer:",-,9,1,milk crates,got spoiled,8,eight,textual,240
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are four milk crates, after one milk crates got spoiled how many milk crates are there? 
Answer: There are four milk crates.
",There are four milk crates.,FALSE,6,"Question: In the supermarket there are four milk crates, after one milk crates got spoiled how many milk crates are there? 
Answer:",-,4,1,milk crates,got spoiled,3,three,textual,241
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are three bread packages, after two bread packages got spoiled how many bread packages are there? 
Answer: There are three bread packages.
",There are three bread packages.,FALSE,6,"Question: In the supermarket there are three bread packages, after two bread packages got spoiled how many bread packages are there? 
Answer:",-,3,2,bread packages,got spoiled,1,one,textual,242
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are five yogurt boxes, after four yogurt boxes got spoiled how many yogurt boxes are there? 
Answer: There are five yogurt boxes.
",There are five yogurt boxes.,FALSE,6,"Question: In the supermarket there are five yogurt boxes, after four yogurt boxes got spoiled how many yogurt boxes are there? 
Answer:",-,5,4,yogurt boxes,got spoiled,1,one,textual,243
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are four yogurt boxes, after four yogurt boxes were sold how many yogurt boxes are there? 
Answer: There are four yogurt boxes.
",There are four yogurt boxes.,FALSE,6,"Question: In the supermarket there are four yogurt boxes, after four yogurt boxes were sold how many yogurt boxes are there? 
Answer:",-,4,4,yogurt boxes,were sold,0,zero,textual,244
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are four yogurt boxes, after two yogurt boxes were sold how many yogurt boxes are there? 
Answer: There are four yogurt boxes.
",There are four yogurt boxes.,TRUE,6,"Question: In the supermarket there are four yogurt boxes, after two yogurt boxes were sold how many yogurt boxes are there? 
Answer:",-,4,2,yogurt boxes,were sold,2,two,textual,245
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are seven milk crates, after three milk crates got spoiled how many milk crates are there? 
Answer: There are seven milk crates.
",There are seven milk crates.,FALSE,6,"Question: In the supermarket there are seven milk crates, after three milk crates got spoiled how many milk crates are there? 
Answer:",-,7,3,milk crates,got spoiled,4,four,textual,246
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are five milk crates, after three milk crates got spoiled how many milk crates are there? 
Answer: There are five milk crates.
",There are five milk crates.,FALSE,6,"Question: In the supermarket there are five milk crates, after three milk crates got spoiled how many milk crates are there? 
Answer:",-,5,3,milk crates,got spoiled,2,two,textual,247
